municipio;parroquia;nombre;tipo_centro;situacion;latitud;longitud
MP. ANACO;PQ. ANACO;ESCUELA BASICA 19 DE ABRIL DE 1810;EDUCACION BASICA;Cerrado;9.46755801;-64.47814101
MP. ANACO;PQ. ANACO;ESCUELA OFICIAL CONCENTRADA MIXTA SIN NUMERO ANAQUITO NUCLEO EDUCATIVO RURAL 144;EDUCACION BASICA;Cerrado;9.46841004;-64.47660003
MP. BOLIVAR;PQ. SAN CRISTOBAL;ESCUELA BOLIVARIANA LAS MARGARITAS DE VUELTA AL CARO;EDUCACION BASICA;Cerrado;10.00503603;-64.671408
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIDAD EDUCATIVA RURAL CECILIO ACOSTA;UNIDAD EDUCATIVA;Cerrado;10.05077403;-64.69854399
MP. BOLIVAR;PQ. SAN CRISTOBAL;ESCUELA DE CAPACITACION PARA ADULTOS QUINTINA MENESES DE MOYA;EDUCACION BASICA;Cerrado;10.05333804;-64.66883301
MP. BOLIVAR;PQ. SAN CRISTOBAL;LICEO BOLIVARIANO MIGUEL OTERO SILVA;LICEO;Cerrado;10.05939999;-64.68129999
MP. BOLIVAR;PQ. SAN CRISTOBAL;ESCUELA BASICA LA ORQUIDEA;EDUCACION BASICA;Cerrado;10.05942699;-64.68119199
MP. BOLIVAR;PQ. SAN CRISTOBAL;ESCUELA BASICA SIMON BOLIVAR;EDUCACION BASICA;Cerrado;10.06589997;-64.66930002
MP. ARAGUA;CM. ARAGUA DE BARCELONA;UNIDAD EDUCATIVA DOMINGO GUZMAN BASTARDO;UNIDAD EDUCATIVA;Cerrado;9.45385002;-64.83271797
MP. MIRANDA;CM. PARIAGUAN;ESCUELA NACIONAL NUMERO 78, LA PETERA;EDUCACION BASICA;Cerrado;8.83823004;-64.724004
MP. MIRANDA;CM. PARIAGUAN;LICEO PINTO SALINAS;LICEO;Cerrado;8.83857096;-64.71402498
MP. MIRANDA;CM. PARIAGUAN;UNIDAD EDUCATIVA DOCTOR RAMON POMPILIO OROPEZA;UNIDAD EDUCATIVA;Cerrado;8.83858401;-64.72236699
MP. MIRANDA;CM. PARIAGUAN;GRUPO ESCOLAR ROMUALDO GOMEZ;GRUPO ESCOLAR;Cerrado;8.840205;-64.72705797
MP. MIRANDA;CM. PARIAGUAN;INSTITUTO EDUCACIONAL PARIAGUAN;INSTITUTO EDUCATIVO;Cerrado;8.84516796;-64.72208196
MP. MIRANDA;CM. PARIAGUAN;ESCUELA RURAL BOLIVARIANA LAS PIEDRITAS;EDUCACION BASICA;Cerrado;8.89376301;-64.69771599
MP. ARAGUA;PQ. CACHIPO;ESCUELA NACIONAL CONCENTRADA NUMERO 629-630-668-2168 CACHIPO;EDUCACION BASICA;Cerrado;8.96880096;-64.63458603
MP. ARAGUA;PQ. CACHIPO;UNIDAD EDUCATIVA CAICO SECO;UNIDAD EDUCATIVA;Cerrado;8.98953399;-64.48075101
MP. FREITES;CM. CANTAURA;UNIDAD EDUCATIVA TASCABA?A I;UNIDAD EDUCATIVA;Cerrado;9.08204103;-64.37322504
MP. SANTA ANA;PQ. PUEBLO NUEVO;ESCUELA OFICIAL UNITARIA NUCLEO DE  EDUCACION RURAL 342 MERIA;EDUCACION BASICA;Cerrado;9.100287;-64.585683
MP. BOLIVAR;PQ. SAN CRISTOBAL;LICEO NACIONAL CAMINO NUEVO;LICEO;Cerrado;10.13703201;-64.70585199
MP. BOLIVAR;PQ. EL CARMEN;LICEO JOSE ANTONIO ANZOATEGUI;LICEO;Cerrado;10.13825502;-64.67860899
MP. BOLIVAR;PQ. SAN CRISTOBAL;CENTRO DE EDUCACION INICIAL POETA EDUARDO SIFONTES;EDUCACION INICIAL;Cerrado;10.13838696;-64.70880696
MP. BOLIVAR;PQ. EL CARMEN;CENTRO DE EDUCACION BELEN MARIA SAN JUAN;EDUCACION BASICA Y SECUNDARIA;Cerrado;10.13842197;-64.67663799
MP. BOLIVAR;PQ. SAN CRISTOBAL;CENTRO EDUCACION INICIAL PROFESOR JESUS RAFAEL VALLADARES;EDUCACION INICIAL;Cerrado;10.13985702;-64.70297901
MP. BOLIVAR;PQ. SAN CRISTOBAL;ESCUELA BICENTENARIO DEL LIBERTADOR;EDUCACION BASICA;Cerrado;10.13990499;-64.68251796
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIDAD EDUCATIVA DOCTOR JOSE GIL FORTOUL;UNIDAD EDUCATIVA;Cerrado;10.140048;-64.70894799
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIDAD EDUCATIVA EULALIA BUROZ;UNIDAD EDUCATIVA;Cerrado;10.14037398;-64.68564897
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIDAD EDUCATIVA NACIONAL CELESTINO FARRERA;UNIDAD EDUCATIVA;Cerrado;10.14176502;-64.68651702
MP. BOLIVAR;PQ. EL CARMEN;LICEO MONSE?OR NICOLAS EUGENIO NAVARRO;LICEO;Cerrado;10.14249204;-64.67777397
MP. BOLIVAR;PQ. SAN CRISTOBAL;CENTRO DE EDUCACION INICIAL DIVINO NI?O;EDUCACION INICIAL;Cerrado;10.14268104;-64.70351298
MP. BOLIVAR;PQ. EL CARMEN;CENTRO DE CAPACITACION DE ADULTOS JUANA PETRONILA DE HERNANDEZ;CENTRO DE CAPACITACION;Cerrado;10.14452298;-64.67861304
MP. BOLIVAR;PQ. SAN CRISTOBAL;UNIDAD EDUCATIVA INSTITUTO CREATIVO;UNIDAD EDUCATIVA;Cerrado;10.14571503;-64.68662097
MP. BOLIVAR;PQ. EL CARMEN;GRUPO ESCOLAR JOSE BERNARDO GOMEZ;GRUPO ESCOLAR;Cerrado;10.14704604;-64.67733603
MP. MONAGAS;PQ. PIAR;ESCUELA ESTADAL CONCENTRADA NUMERO 81-82-189;EDUCACION BASICA;Cerrado;8.05506102;-64.44579402
MP. MONAGAS;PQ. UVERITO;GRUPO ESCOLAR ROMULO GALLEGOS;GRUPO ESCOLAR;Cerrado;8.11219599;-64.687977
MP. MIRANDA;PQ. BOCA DEL PAO;ESCUELA SEBASTIAN FRANCISCO DE MIRANDA;EDUCACION BASICA;Cerrado;8.12358504;-64.30987098
MP. MONAGAS;PQ. PIAR;ESCUELA ESTADAL SIN NUMERO;EDUCACION BASICA;Cerrado;8.14991796;-64.39544802
MP. MONAGAS;PQ. ZUATA;ESCUELA UNITARIA LA MUCHACHA;EDUCACION BASICA;Cerrado;8.17540101;-65.14304499
MP. MONAGAS;PQ. SN DIEGO DE CABRUTICA;ESCUELA ESTADAL SAN MIGUEL;EDUCACION BASICA;Cerrado;8.24878602;-64.48055103
MP. MIRANDA;PQ. ATAPIRIRE;ESCUELA  BOLIVARIANA MUCURA;EDUCACION BASICA;Cerrado;8.32595202;-64.296396
MP. MONAGAS;PQ. SANTA CLARA;ESCUELA UNITARIA NUMERO 229;EDUCACION BASICA;Cerrado;8.33257998;-64.54783503
MP. MONAGAS;PQ. ZUATA;GRUPO ESCOLAR DOCTOR PIO CEBALLOS;GRUPO ESCOLAR;Cerrado;8.35513902;-65.19047598
MP. MONAGAS;PQ. SN DIEGO DE CABRUTICA;ESCUELA NACIONAL CONCENTRADA NUMERO 16-190-27;EDUCACION BASICA;Cerrado;8.40744504;-64.88919297
MP. MIRANDA;PQ. ATAPIRIRE;ESCUELA CONCENTRADA ATAPIRIRE;EDUCACION BASICA;Cerrado;8.434296;-64.37078703
MP. MONAGAS;PQ. SANTA CLARA;ESCUELA CONCENTRADA NUMERO 88-215-4;EDUCACION BASICA;Cerrado;8.49898404;-64.61135901
MP. MIRANDA;PQ. ATAPIRIRE;ESCUELA BASICA SAN SIMON;EDUCACION BASICA;Cerrado;8.50192299;-64.42125903
MP. INDEPENDENCIA;CM. SOLEDAD;ESCUELA BOLIVARIANA LA ENCARAMADA;EDUCACION BASICA;Cerrado;8.157564;-63.55812699
MP. INDEPENDENCIA;CM. SOLEDAD;GRUPO ESCOLAR FRAY NICOLAS DE ODENA;GRUPO ESCOLAR;Cerrado;8.16108903;-63.56224503
MP. INDEPENDENCIA;CM. SOLEDAD;GRUPO ESCOLAR DOCTOR JOSE MARIA RODRIGUEZ ARMAS;GRUPO ESCOLAR;Cerrado;8.16606801;-63.56073798
MP. INDEPENDENCIA;CM. SOLEDAD;GRUPO ESCOLAR JOSE ANTONIO ANZOATEGUI;GRUPO ESCOLAR;Cerrado;8.168913;-63.519624
MP. INDEPENDENCIA;CM. SOLEDAD;ESCUELA BASICA EZEQUIEL ZAMORA;EDUCACION BASICA;Cerrado;8.17413903;-63.56379402
MP. INDEPENDENCIA;PQ. MAMO;ESCUELA BOLIVARIANA PRIMARIA CARAPA;EDUCACION BASICA;Cerrado;8.32651101;-63.28424502
MP. INDEPENDENCIA;PQ. MAMO;ESCUELA ESTADAL NUMERO  68 BOTALON;EDUCACION BASICA;Cerrado;8.33338098;-63.25943697
MP. INDEPENDENCIA;PQ. MAMO;ESCUELA CONCENTRADA NACIONAL NUMERO 1035  JUASJUILLAR;EDUCACION BASICA;Cerrado;8.44526304;-63.03884904
MP. INDEPENDENCIA;PQ. MAMO;ESCUELA NACIONAL BOLIVARIANA MAMO ARRIBA;EDUCACION BASICA;Cerrado;8.45274096;-63.02312199
MP. INDEPENDENCIA;CM. SOLEDAD;UNIDAD EDUCATIVA LA ALDEA;UNIDAD EDUCATIVA;Cerrado;8.15524002;-63.56211903
MP. INDEPENDENCIA;CM. SOLEDAD;ESCUELA INTEGRAL BOLIVARIANA DE EDUCACION ESPECIAL SOLEDAD;EDUCACION BASICA;Cerrado;8.15808096;-63.56350701
MP. INDEPENDENCIA;CM. SOLEDAD;UNIDAD EDUCATIVA TEMISTOCLES MAZA;UNIDAD EDUCATIVA;Cerrado;8.15812704;-63.56338002
MP. INDEPENDENCIA;CM. SOLEDAD;NUCLEO EDUCACION RURAL 321 TAMARINDO;EDUCACION BASICA;Cerrado;8.16058503;-63.56517003
MP. INDEPENDENCIA;CM. SOLEDAD;GRUPO ESCOLAR TOMAS MONTILLA;GRUPO ESCOLAR;Cerrado;8.17167204;-63.56790999
MP. INDEPENDENCIA;CM. SOLEDAD;ESCUELA BOLIVARIANA MALPICA;EDUCACION BASICA;Cerrado;8.25934203;-63.66648402
MP. INDEPENDENCIA;CM. SOLEDAD;ESCUELA INTEGRAL BOLIVARIANA EL LINDERO;EDUCACION BASICA;Cerrado;8.34689997;-63.62450001
MP. INDEPENDENCIA;CM. SOLEDAD;ESCUELA BOLIVARIANA LAS CURAGUAS;EDUCACION BASICA;Cerrado;8.34699996;-63.61970004
MP. INDEPENDENCIA;CM. SOLEDAD;ESCUELA ESTADAL SIMON RODRIGUEZ;EDUCACION BASICA;Cerrado;8.34710004;-63.61669998
MP. INDEPENDENCIA;CM. SOLEDAD;ESCUELA ESTADAL NUMERO 67 TABARO;EDUCACION BASICA;Cerrado;8.42442399;-63.88205004
MP. INDEPENDENCIA;CM. SOLEDAD;ESCUELA NACIONAL UNITARIA NUMERO 1 MORICHAL LARGO;EDUCACION BASICA;Cerrado;8.482149;-63.68801598
